ah_star,dec_star,ah_scope,dec_scope,err_ah,err_dec,elevation,azimuth,temperature
-0.29876595401245787,-50.64555555555555,-0.2872467250995152,-50.49343156448136,-0.011519228912942658,-0.15212399107419117,61.793354525819275,173.57471527188193,26.2
2.035551486160089,16.55611111111111,2.0585084536140243,16.40603065288899,-0.022956967453935384,0.15008045822212068,41.24693581007882,320.40205726903423,25.9
1.447824767940598,-8.1775,1.4775721475415553,-8.368986918315889,-0.029747379600957302,0.1914869183158885,64.77858316881357,300.7363564263635,25.8
1.3089545602284902,28.628333333333334,1.3291390166501476,28.438739048385163,-0.020184456421657337,0.18959428494817132,35.56354043077371,338.5066150018521,25.7
0.9915877489621456,7.409722222222222,1.0173116154471753,7.201478434774682,-0.025723866485029667,0.20824378744754046,56.73294110194204,331.6261092664299,25.2
-0.7641741622884801,27.97083333333333,-0.7696949148765349,28.072948674919207,0.005520752588054734,-0.10211534158587554,38.17656312566932,13.00356323479673,25.0
-2.586669535537502,11.853055555555555,-2.5854235321977823,11.865464792433295,-0.0012460033397196923,-0.012409236877740426,37.89773679476738,52.76520528739428,25.3
-1.8734214294612128,-8.760833333333334,-1.8700962636215293,-8.721217688597212,-0.0033251658396835637,-0.03961564473612178,59.42300025158288,67.69593662766391,25.2
-1.0960964602309993,18.07,-1.0987046244520986,18.148951805361527,0.0026081642210993294,-0.0789518053615268,46.20373939614191,23.07430991400659,25.1
0.04410423949923459,5.170833333333333,0.07118882476566046,4.89784417635687,-0.027084585266425876,0.27298915697646375,62.566841068937585,359.5106635735177,24.9
-2.6742633442097024,-16.95583333333333,-2.6689461138166735,-16.943467978683213,-0.005317230393028893,-0.012365354650118121,51.57079935846073,89.1224994085146,24.7
-1.9492201223281889,23.66722222222222,-1.9515298474741147,23.71067734318864,0.002309725145925867,-0.04345512096641713,35.655740317505625,33.543534671320884,24.6
-3.378314749278072,20.39638888888889,-3.3763645859257334,20.383967841924136,-0.001950163352338663,0.012421046964753657,24.03521302033416,53.277392194719326,24.6
-2.9233384083862024,-16.317777777777778,-2.9181645208379017,-16.313792156533886,-0.005173887548300726,-0.0039856212438920124,48.27915485087163,89.51996973841389,24.5
1.3223581627422174,25.108333333333334,1.343890596976805,24.9207745930712,-0.021532434234587505,0.18755874026213348,39.10557805157179,337.6915165178424,24.3
3.285584572678351,7.0,3.3097475831408802,6.908527580554432,-0.024163010462529222,0.09147241944556761,33.89511036265891,295.82671217655167,24.3
4.2018680219856055,-13.445,4.228491520030911,-13.508796073710055,-0.026623498045305283,0.06379607371005491,29.72245256868937,266.8851804629718,24.2
2.9384813504702407,6.369166666666667,2.9633397694104735,6.26085765058586,-0.024858418940232774,0.10830901608080623,38.4068593807818,298.66012938689266,24.1
2.795052255936059,21.156388888888888,2.816936848256142,21.048541416572192,-0.021884592320082774,0.10784747231669556,30.322872267676907,313.88041744036013,24.1
3.2232370317505694,-3.307222222222222,3.2501716965318606,-3.4112644009901323,-0.02693466478129114,0.10404217876791044,39.775879751764,285.163767113886,23.3
2.746021028063714,-5.058055555555556,2.774248880682772,-5.18904853731828,-0.028227852619058247,0.13099298176272445,46.44822336088872,287.1171619177164,23.3
2.1794354422239754,-9.66388888888889,2.2095605228590767,-9.822090203826008,-0.03012508063510122,0.1582013149371182,56.22078916615845,286.7443677425942,23.2
0.478478504788443,-19.31527777777778,0.5125249074908087,-19.56942950771981,-0.0340464027023657,0.2541517299420306,82.40887385149492,291.6067646143217,23.0
-3.0872777768361868,14.441666666666666,-3.083837363166417,14.437481873677777,-0.0034404136697698817,0.0041847929888891855,31.138329577112213,55.52513581111913,22.6
-2.536937291614013,-14.906666666666666,-2.5311257602663346,-14.888194251041147,-0.0058115313476783115,-0.018472415625518934,53.27060533244814,84.7836747038452,22.4
-0.7424731872050465,-1.248888888888889,-0.7405469335431274,-1.1539447899300987,-0.0019262536619191195,-0.09494409895879019,65.65490183692336,30.21714245644216,21.8
0.20492565121938178,5.856111111111111,0.23199755726455784,5.598035645360875,-0.027071906045176064,0.25807546575023554,61.686665087336564,353.13448543276104,21.8
3.494639661585138,3.113888888888889,3.5164312251713508,3.0281432362612777,-0.021791563586212703,0.08574565262761125,33.62309277276189,290.1571257819942,24.2
3.377157137054631,-7.201944444444445,3.401202284940931,-7.299668061652537,-0.024045147886299745,0.09772361720809197,39.7796428946099,279.5814075134221,24.0
3.8666722536427685,5.181111111111111,3.8875956704976966,5.112756349050806,-0.020923416854928156,0.06835476206030489,26.709818862739585,288.4682073593533,23.8
2.92519111987746,-6.283888888888889,2.949908736179453,-6.4002090675155285,-0.024717616301993317,0.11632017862663968,45.26116580397916,284.3152459708653,23.7
3.8063920419331883,6.369166666666667,3.8271013957378823,6.298256369328736,-0.020709353804694075,0.07091029733793075,27.31260424858316,290.361701248788,23.7
1.5862607639554414,-9.607222222222221,1.6136302455712999,-9.794547564561656,-0.027369481615858504,0.18732534233943454,64.52952040763145,296.28093777495343,23.6
2.119983941334363,-0.5327777777777778,2.1442931868757222,-0.6848534719498058,-0.02430924554135938,0.15207569417202804,52.32196507607288,301.07063788625567,23.6
-1.6698133111037166,-11.751944444444444,-1.6686822706105335,-11.709621099770267,-0.001131040493183022,-0.042323344674176866,62.79740594614078,70.9379194557958,21.2
-3.099320841051794,-11.751944444444444,-3.095997267273768,-11.75116956085867,-0.0033235737780259456,-0.0007748835857732672,43.40173928184497,84.89915713610475,20.4
2.6515366024597187,-16.74277777777778,2.6809067724265976,-16.82637995268191,-0.029370169966878912,0.08360217490413291,51.893689718544216,271.2148685493431,21.8
